stars,date,type,short_d,content,product_name,name
5.0 out of 5 stars,"Reviewed in the United States on August 15, 2018",Concert,"Excellent High Quality Uke, Great support and lessons","I am a complete beginner, an old guy just trying to learn some new skills to keep sharp.  Beautiful instrument, complete kit, gig bag etc and online links to superb beginner's lessons.  Been practicing a week, already have 10 or so cords, a couple of songs and lots of fun under my belt.  Kind of lessons and encouragement via support messages to keep you wanting to pick the Uke up and play around.  The company has sent several follow-up encouraging emails which are appreciated vs being intrusive.  Liked the Uke and company so much I ordered a Kalimba from them.  I'll review that after it arrives.  Excellent High Quality product, great support and lessons.",ranch,"Dr Kevin Peters, RODC"
5.0 out of 5 stars,"Reviewed in the United States on August 13, 2018",Tenor,Love the ukulele,"Good quality , Great sound",ranch,joe
5.0 out of 5 stars,"Reviewed in the United States on August 11, 2018",Concert,"My first ukelele, and I love it!","I am not a ukelele expert, but I know guitars pretty well. This was my first ukelele and I love it. I have no reservations about recommending this for a first one. It sound great, stays in tune, has pretty low action on the strings for playability, looks cool but not toylike, and was a great price. BTW - mastery aside, ukeleles are much easier to learn than guitar, especially for little hands.",ranch,Mark Judice
5.0 out of 5 stars,"Reviewed in the United States on August 8, 2018",Concert,Best Ukulele ever,Absolutely beautiful! Comes with so many things to help you get started! Stays in tune very well to not even be broke in good yet! Highly recommend this ukulele!,ranch,@stephystyled
5.0 out of 5 stars,"Reviewed in the United States on August 7, 2018",Concert,Very nice,"Was just what I expected, love it. Case is nice, Turner a bit more complicated for a beginner, which I am. All in all a great buy.",ranch,mimi
5.0 out of 5 stars,"Reviewed in the United States on August 7, 2018",Tenor,Great buy!,"Fabulous, thank you!",ranch,human
5.0 out of 5 stars,"Reviewed in the United States on August 7, 2018",Tenor,Uke-aholic,"Great quality for the price! I’m a novice uke player and this was the perfect shape and the intrument have a lovely wood color and design. The bag is super handy and nice too. Also comes with a tuner which is very helpful if you can’t tune by ear yet. Overall, reccomend buying this uke.",ranch,Christina
4.0 out of 5 stars,"Reviewed in the United States on August 7, 2018",Concert,Very nice for the price.,Sounds good. The action is a little high for my taste.  The nut and bridge both will needs some shaving down. But overall a very nice uke.,ranch,eds
5.0 out of 5 stars,"Reviewed in the United States on August 6, 2018",Concert,"This ukulele has a warm, beautiful sound.  My son and daughter love playing it.",Great instrument!,ranch,ALynn
5.0 out of 5 stars,"Reviewed in the United States on August 5, 2018",Concert,Ranch Concert Uke,"Very nice, convenient Ukelele set. Sounds great. The tuner works perfectly.",ranch,C J
5.0 out of 5 stars,"Reviewed in the United States on August 3, 2018",Tenor,My 21 year old sister in law loved it!,Everything looks great and the price was better!,ranch,ASHLEY S
5.0 out of 5 stars,"Reviewed in the United States on August 2, 2018",Tenor,nice one...,nice package. including everything you need to start playing.,ranch,R.H
5.0 out of 5 stars,"Reviewed in the United States on August 2, 2018",Tenor,Exceeded expectations!,Wow! What great value!I'm a beginner player and was more than happy with what I received. The quality rivals my friends ukulele who turned me into the instrument. This is an excellent value! Very happy with the purchase!,ranch,Mindfu3l
4.0 out of 5 stars,"Reviewed in the United States on August 2, 2018",Concert,Great ukulele!,"Perfect for me, a beginner!",ranch,Edward F
5.0 out of 5 stars,"Reviewed in the United States on July 29, 2018",Tenor,Perfect and great customer service,"My wife bought this for me for my birthday. I could not be happier. I am now watching their videos and feel that I there is a good chance that I will master it, with time and patience.  A caveat, read the directions and look at the video first.I could not get the tuner to work. I wrote Ranch and immediately received a reply offering to replace the tuner but also directed me to their videos. As soon as I watched #1 I realized my error, reset the tuner and it has worked flawlessly.  Note, while researching I read of many ukuleles not keeping in tune. I have not had that problem with this Ukulele.  Definitely recommend it.",ranch,Lively Fool
5.0 out of 5 stars,"Reviewed in the United States on July 28, 2018",Concert,he had tuned the Ukulele and was happily strumming. He's never played before and found the ...,"I bought this for my son, and within minutes of opening, he had tuned the Ukulele and was happily strumming.  He's never played before and found the tuner super easy. The sound quality is great for the price we paid!  We're really pleased with this purchase!",ranch,Kangaroomum
5.0 out of 5 stars,"Reviewed in the United States on July 27, 2018",Tenor,Five Stars,"I love this uke, it plays well, it's easy to tune and people compliment it",ranch,Jack Traina
5.0 out of 5 stars,"Reviewed in the United States on July 24, 2018",Concert,Very nice,Very happy with the quality.,ranch,Amazon Customer
4.0 out of 5 stars,"Reviewed in the United States on July 23, 2018",Concert,Lessons online,"Good size, my daughter loves it  - she’s 9. Only complaint is the 12 free lessons are on line and don’t actually come with it.",ranch,Danielle F.
5.0 out of 5 stars,"Reviewed in the United States on July 23, 2018",Tenor,Sounds Great and Fret are smooth.,"I brought this on the Lighting deal, and I love it. It is better than I expected. The frets are absolutely smooth, and it sounds wonderful. I own several ukuleles including a few Cordobas, and Oscar Schmidts, to name a few. I would definitely purchase another one as a gift. The strings, case, and other accessories are an add bonus.",ranch,Jess
5.0 out of 5 stars,"Reviewed in the United States on July 21, 2018",Soprano,"Excellent Service by Amazon, Thank you so much",This item was Awesome... I just love Amazon,ranch,Preeti
5.0 out of 5 stars,"Reviewed in the United States on July 23, 2018",Concert,Great Buy for the money!,We bought this Ukulele for my son and evryone in the family loves it.  It is fun to play and has a great sound.  Great starter Ukulele.,ranch,Deborah Tencza
5.0 out of 5 stars,"Reviewed in the United States on July 22, 2018",Concert,Good quality,My daughter has an interest in learning this instrument. Very beautifully made. We recommend it for sure.,ranch,Starlyte
5.0 out of 5 stars,"Reviewed in the United States on July 21, 2018",Concert,Good quality for the price,Best purchase ever. We love the quality of this Ukulele. It comes with a bad and electronic tuner and a strap. A fun instrument for all ages.,ranch,lane bagwell
5.0 out of 5 stars,"Reviewed in the United States on July 16, 2018",Tenor,Very nice!,"This ukulele is very well made, and sounds great!",ranch,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on July 10, 2018",Concert,Sounds Great,I am totally new to ukuleles and I am here to say this doesn't disappoint. I am amazed at the quality and sound of this ukulele. after a week or so of tuning every day it is now holding the tune for days and this ukulele has a comfortable feel and sounds great. for a low cost ukulele you should give this a try!,ranch,donnancatscats
4.0 out of 5 stars,"Reviewed in the United States on July 9, 2018",Concert,"Awesome starter, tuner works great","Awesome starter, tuner works great, case is nice and everything came intact. The extra set of strings and tuner are a real help, it's pretty fun and honestly a great deal to start off with!",ranch,Zach Vieweg
5.0 out of 5 stars,"Reviewed in the United States on July 8, 2018",Tenor,Great quality sound for the price!,Amazing sound quality for the price! Fretboard is a little rough but sanding it down is all it needed. I’m in love with it! Fast delivery too!,ranch,Jerry Mason
4.0 out of 5 stars,"Reviewed in the United States on July 7, 2018",Tenor,Good Value. Good Looks.  Good Tone. Intonation a Tiny Bit Off,"Great Value ($60 kit)Fit and finish is very nice.  Finish is natural - Satin gloss (barely glossy).  Decorative details on the headstock and around the sound hole are laser etched.  Neck seemed to be fine and all notes up and down fret board were good with no buzz. The rounded back is nice and makes it just a little more comfortable to hold.I am pleased with the sound. No serious complaints.Intonation: Intonation was off. Would not be noticeable to most people.  All four strings played slightly sharp at the 12th fret. For you newbies, intonation means the instrument should play the same note Open as when you press the 12th fret. This should give the same note but up one octave.Recommend loosening strings and putting a tiny bit of vaseline in the string slots of the nut.  It tunes much better and the strings don't ""pop"" as yo try to tune them.It was supposed to be a ""kit"" with various accessories, but I did not get the tuner, strap, strings.  Amazon made it good and I ordered theses things separately at no cost to me.",ranch,Bonnie Alexander PhD
5.0 out of 5 stars,"Reviewed in the United States on July 5, 2018",Concert,Best value for money,My daughter loves it. Best value for money.,ranch,Emmanuel B Vasallo
5.0 out of 5 stars,"Reviewed in the United States on July 4, 2018",Tenor,I love the ukelele and all the accessories- there is nothing ...,I love the ukelele and all the accessories- there is nothing I don't like about it .  It has a beautiful sound and look.,ranch,Lucille Philpot
5.0 out of 5 stars,"Reviewed in the United States on July 3, 2018",Concert,A great sounding and easy to play uke,"Very nice looking, playing, and sounding uke.  I prefer this concert size to my tiny soprano uke. I love the slightly longer neck and extra frets.  This was a present for my niece, who learned to play ""Let it be"" in a very short time. The case is quite well made and sturdy.",ranch,Thomas J. Farruggella
4.0 out of 5 stars,"Reviewed in the United States on July 3, 2018",Concert,Choose another brand,"UPDATE: I was contacted after my review and given the choice of a new ukulele or a refund. I chose a new one. They shipped it out quickly and followed up with me to bring sure it had arrived and everything was ok. The new one seems good, so we'll see how it holds up over time.The decorative ring around the hole is coming apart. When I first saw it I assumed that the design was just burned into the wood. I looked at it this morning and the entire ring is separating from the ukulele . I'm not sure if it is assembled as a separate piece or the wood has broken along the line. That seems unlikely. So now the decorative ring is no longer flush with the face of the instrument. It seems very poorly designed. I wouldn't buy this again and would return it if it weren't too late.",ranch,Brad
3.0 out of 5 stars,"Reviewed in the United States on June 30, 2018",Soprano,wrong strings,"Everything is really nice, except it came with 3 ""A"" strings and one ""C"" already on it. So now I have to take it to get restring the correct strings on it.",ranch,Brooke
5.0 out of 5 stars,"Reviewed in the United States on June 30, 2018",Soprano,Five Stars,Excellent buy,ranch,Juanaaa
5.0 out of 5 stars,"Reviewed in the United States on June 28, 2018",Tenor,Five Stars,Love this Uke. Great starter kit and easy to use tuner.,ranch,Cody
2.0 out of 5 stars,"Reviewed in the United States on June 18, 2018",Soprano,"The Ukulele works great, but did not come with the strap","The Ukulele works great, but did not come with the strap, extra strings, or tuner as it was supposed to.",ranch,JHoe
2.0 out of 5 stars,"Reviewed in the United States on June 17, 2018",Tenor,Paid Full Price; Received a “BLEM”,"I feel a bit petty, posting a two-star review of an instrument that cost me less than $60; I was not expecting the quality of an instrument with a three- or four-figure price tag. Nor was I expecting quality accessories (although the tuner appears to be as accurate and user-friendly as my Snark tuner). That said, several of the claims made in the listing proved to be incorrect (this review is of the tenor-size instrument).APPEARANCE: I was aware that I would not be receiving something that looks like a high-end instrument; the listing photos clearly showed that the fretboard ends bluntly above the soundhole rather than being radiused around it, and that I would need to add my own top-dots if I wanted them on the fretboard. But the first thing I noticed when unboxing was a huge blemish on the face of the instrument (see photo) This isn’t something I would expect to see on a $29.99 instrument, let alone one costing twice that. The ukulele had a quality-control sticker on it; they must have applied it with their eyes closed.DAMAGED STRINGS: All new ukuleles require frequent retuning as, even with frequent playing and retuning, the strings will stretch over the first week or two. To hasten this process, I will run a finger under each string to gently lift and stretch it as I am tuning and, while doing this, I felt a rough spot on the “C” string. Close inspection showed the face of the string was gouged (see photo). The instrument comes with spare strings, but you shouldn’t have to change them immediately.ROUGH FRETS: In at least two places the listing stresses the fret finishing. Here’s one quote: “The nickel silver frets are all properly seated and well finished. For anyone familiar with guitars and stringed instruments, fret ends can be a very troubling point of contact with inexpensive instruments. BUT, these frets have been manicured to a level that there is no sensation whatsoever.” On the instrument I received, that was simply not true. The fret ends were very rough and even jagged in some places (see photo). I spent 30 minutes with a file, correcting this.MISLEADING MATERIALS LISTING: In one spot, the listing stresses the acoustic superiority of sapele (a less expensive variety of mahogany) to laminate, which surprised me, as I would not expect solid wood in an inexpensive instrument. Here’s a quote: “An acoustic instrument body fashioned from Sapele exhibits a pleasingly warmer and deeper tone than laminate wood.”Upon unboxing, I tapped on the top and it sounded like laminate, rather than solid wood. Close examination of the wood at the sound hole confirmed this, showing the layers of a laminate (see photo) and not solid wood. I was not surprised by this, but the listing text may make less experienced buyers believe that they are receiving a solid-top instrument. That is simply not true.I bought this tenor ukulele to have an expendable instrument that I could keep at my office, so my better instruments could stay safe at home. Even at that, I should probably return it and get something else, but that would waste more time and, besides, I am now well into the prep work (leveling frets, etc.) to get it ready to play. Still, as inexpensive as it was, I feel ripped off. Given the blemishes and poor quality control, it appears to me that I paid $59.99 for an instrument that is worth less than half that. Save your money, spend a little more and get a Kala or something like that, and you will be happier in the long run.",ranch,Tom Morrisey
5.0 out of 5 stars,"Reviewed in the United States on June 12, 2018",Tenor,THIS IS AMAZING!! I definitely recommend buying this product,"THIS IS AMAZING!! I definitely recommend buying this product. It looks EXACTLY like the picture, comes with everything, the tuner, a tuner batter, a strap, strings, and even a pick. The ukulele is very well put together and crafted, I didn't see a thing wrong with it. It has amazing, full sound. It constantly falls out of tune, but that is normal for new ukuleles. I bought the tenor, and it is definitely worth more than $60, so if you're thinking of buying this product, DON'T HESITATE YOU WILL LOVE IT",ranch,lexi bogart
5.0 out of 5 stars,"Reviewed in the United States on June 8, 2018",Tenor,Very well made,"This Ukulele took awhile to get here, perhaps a week. The box was dented and almost broken, so I was worried for the instrument, but it was wrapped very well on the inside and it came out perfect. It is beautiful and came with extra stings and a tuner and a couple of picks as well as a cleaner cloth and neck strap. I love it, now if I can learn to play it I will be happy.",ranch,Mary Linda
5.0 out of 5 stars,"Reviewed in the United States on June 7, 2018",Concert,I absolutely love my Ranch ukulele,"I absolutely love my Ranch ukulele.  I play it every day.  It stays in tune really well, much better than my previous ukulele. It's very well made. I would buy from them again.",ranch,TixieDango
5.0 out of 5 stars,"Reviewed in the United States on May 30, 2018",Concert,I have to say that I really like this one,This is my first ukulele so I did a lot of research and  I read a LOT of reviews. I have to say that I really like this one. Well made and stays in tune. The bag and tuner that it comes with are both great as well. I am enjoying this ukulele so far and have had no problems with it.,ranch,Tosha Johnson
5.0 out of 5 stars,"Reviewed in the United States on May 17, 2018",Tenor,Five Stars,Very happy with this well made uke.,ranch,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on May 8, 2018",Concert,Great ukulele,UPDATE: THE SELLER CONTACTED ME AND IS SENDING ME A NEW ONE ABSOLUTELY FREE. EVEN AFTER A FULL REFUND. THIS SELLER IS AWESOME. I loved my ukulele until it broke only after one month of playing it. I was just getting good. I opened up the bag to practice today and it was ruined. It seems as if the glue holding the handle on isn't strong enough. I requested a refund.,ranch,lady tweet
5.0 out of 5 stars,"Reviewed in the United States on May 7, 2018",Concert,My son love it. He spend a lot of time make ...,My son love it. He spend a lot of time make his own music. I feel that it was a well spend money.,ranch,Edyta
5.0 out of 5 stars,"Reviewed in the United States on May 7, 2018",Concert,No reason to buy anything more expensive unless you're a professional; a fun new experience for guitar players,"This thing is great!  It's really brought music back into my life.  It was delivered within 5 days, and arrived in excellent condition.  The finish is a nice matte wood that doesn't look toy-ish at all.  The detail around the opening is nice, it doesn't look cheap at all.  I don't feel weird playing it as a grown woman.  The tuner is adorably tiny and very accurate, I just leave it clamped to the end of the uke.  The kit also includes a dust/polish cloth, a second set of strings, and two picks.For someone who already plays guitar, picking up the ukelele is easy!  With about 6 hours of practice over the last few days I've already built up a small repertoire of 10 or so songs I can sing and strum along with.  My fingertips are blistering on my left hand -- being out of practice, my calluses are starting over.  But even with sore fingertips, the plastic strings are playable -- no need to take a day off to let them recover.  In a week or so I'll be properly callused.  I've never played on anything but steels before so this is a new and, I admit, very pleasant experience!Unlike a guitar, a uke is played where the neck meets the body of the guitar.  When played correctly. this little guy has a bright and clear sound, with enough volume to carry over a small group of friends, although perhaps not in front of a crowd.  Its sound can be both delicate and robust.  Who would have thought 4 plastic strings could be as engaging and full of depth as a steel 6 string?Six months ago I broke my right arm, making playing my dreadnaught-sized acoustic guitar nearly impossible.  I just couldn't get it my arm around the body to strum, but I also didn't want to shell out the money for a decent 3/4 size guitar.  So instead I invested $55 in this little guy.  It fits right into the crook my arm, which saves me from having to rotate the broken area.  I strum with my wrist rather than my elbow, which really eases a lot of the tension.  Having had a steel plate installed in my upper arm, I wonder if I will ever have the dexterity to handle a full-sized guitar ever again.  But with this little uke in my life, it doesn't seem so bad!Short of needing a louder instrument in order to perform in front of a live audience, or just collector's pride, I don't see why anyone would need a more expensive instrument than this.  Not only is the ukelele itself worth every penny, but you get the gig bag, tuner, strings, and picks to go with it.  This is a terrific bargain and one that you will not regret.",ranch,Maria
1.0 out of 5 stars,"Reviewed in the United States on May 5, 2018",Concert,One Star,Damage product,ranch,katherine
5.0 out of 5 stars,"Reviewed in the United States on May 2, 2018",Soprano,Totally worth the money,"Delivered fast and in perfect condition. Great quality, beautiful and plays lovely. Perfect size for my 11 year old son. I would definitely recommend buying this Ukulele.",ranch,Mary J. Mohlman
5.0 out of 5 stars,"Reviewed in the United States on April 30, 2018",Tenor,Five Stars,My daughter is greatly enjoying playing her ukulele.,ranch,susan vandehey
5.0 out of 5 stars,"Reviewed in the United States on April 11, 2018",Concert,I got him this for his birthday and he was very happy with it,My husband always wanted to learn the ukelele.  I got him this for his birthday and he was very happy with it.  Neither one of us know about ukeleles yet but I researched a lot before buying it and I think this will turn out to be a great beginner's one.  The color is beautiful and it came with everything he needs to get started.,ranch,LROD
5.0 out of 5 stars,"Reviewed in the United States on April 20, 2018",Tenor,Great ukulele,I looked everywhere for a high quality ukulele. The tenor size is easy to play. No noticeable flaws in the body. Beautiful design and great sound. Would recommend to anyone.,ranch,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on April 17, 2018",Tenor,Five Stars,love,ranch,Samatha Pringle
5.0 out of 5 stars,"Reviewed in the United States on April 16, 2018",Concert,Great uke and a great price,This is a lovely instrument with added value as the case is attractive and sturdy.  The tuner is a huge help.  I haven't attached the strap yet but it looks easy to attach.  I'm considering purchasing it again for my grandkiddos to learn on.,ranch,Lin J.
5.0 out of 5 stars,"Reviewed in the United States on April 12, 2018",Tenor,Five Stars,Great value for a beginner.,ranch,BTrull
5.0 out of 5 stars,"Reviewed in the United States on April 10, 2018",Soprano,Great sound and customer servce,"Got this for my 12 year old dtr To learn on, and it far surpassed our expectations. She absolutely loves it. The customer service has been great also – had a little trouble figuring out the strap and they got right back to me.",ranch,Lisa A
5.0 out of 5 stars,"Reviewed in the United States on April 10, 2018",Tenor,You will be surprised!,"The uke arrived well packaged, with all the goodies listed. I was expecting it to be average sound-wise, given the cost. I was wrong! The bell-like tones that came out of this instrument when I first plucked the strings were quite a surprise. And I do mean bell-like. Im a beginner at ukulele, so my strumming and finger placement isnt all that good, but that doesnt seem to matter with this uke. The tones are rich and full, not tinny and plinky. I signed up for a uke class by accident and then figured ""what the heck"", I can try it just for fun.  This ukulele has made the class much easier for me. The instructor suggested a tenor uke because I have large hands, and I knew I wouldnt be able to play a little one. It is a perfect fit. The class has turned out to be fun and easy. We are playing all those funny songs we sang as kids--She'll be Coming round the mountain, Aint gonna rain no more, Skip to ma Lou--fun stuff. Since this ukulele is easy to play, Im able to focus on the hysterical lyrics of some of those songs! Its a HOOT!",ranch,99 Red Dragons
5.0 out of 5 stars,"Reviewed in the United States on April 9, 2018",Concert,This is a MUST purchase!,"Fantastic quality, amazing sound. So happy with this purchase, and the case and tuner are good quality too. Have (and will continue to) recommend to friends and family!",ranch,AshleyEmCee
5.0 out of 5 stars,"Reviewed in the United States on April 9, 2018",Soprano,Five Stars,Love!!!!!,ranch,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on April 9, 2018",Concert,Five Stars,Great beginner level uke.,ranch,Ayden Twaddell
5.0 out of 5 stars,"Reviewed in the United States on April 9, 2018",Concert,Five Stars,"So beautiful, great tone quality, case is good quality to, such a bargain!",ranch,Sungmi Choi
4.0 out of 5 stars,"Reviewed in the United States on April 7, 2018",Tenor,You have to hit the strings to make it play,Granddaughter says it works great,ranch,Tim Deam
4.0 out of 5 stars,"Reviewed in the United States on April 6, 2018",Tenor,"Nice, sturdy","Nice, sturdy, nice quality. I'm strictly a beginner and like the feel of it. Only 4 stars since I didn't care for the strap, would have liked a shoulder one. With it holding from the sound hole, it tips easily. Nice accessories, like the tuner as part of the pkg. Great price and free lessons also great.",ranch,Lady Luck
4.0 out of 5 stars,"Reviewed in the United States on April 6, 2018",Concert,AMAZING DEAL!!,"I'm very impressed with the quality of this uke - it has great tone, low action, comes with strap buttons installed and looks really good. Very easy to tune as the tuners move super smooth. Only reason not giving 5 stars is because two of the frets have sharp edges on the tips. We can easily fix this with some very minor sanding,  otherwise the craftsmanship is high quality. The price for this package is EXCELLENT!  I highly recommend this uke. I purchased as a gift for my husband and this one is nicer than mine and the Ranch uke cost considerably less.  I have been looking at uke specs online for a couple of months and this is by far the very best deal for the money that I've seen.",ranch,Free Falling Princess
1.0 out of 5 stars,"Reviewed in the United States on April 6, 2018",Concert,One Star,It arrived broken. Trash,ranch,Quach
4.0 out of 5 stars,"Reviewed in the United States on April 5, 2018",Tenor,"Great sound, bad tuner","The ukulele sounds very nice. Came in a soft case and with extra strings, but the tuner did not work out of the box.",ranch,Hans Sidler
5.0 out of 5 stars,"Reviewed in the United States on April 5, 2018",Tenor,The ukulele came on time and sounds awesome! This is my first uke,"The ukulele came on time and sounds awesome! This is my first uke, but iI about it sounds and feels good. And Ranch seems an excellent company to work with.",ranch,Nathan Zirbel
5.0 out of 5 stars,"Reviewed in the United States on April 4, 2018",Tenor,Five Stars,Excelent quality product!!!,ranch,Javier Olmedo
1.0 out of 5 stars,"Reviewed in the United States on April 3, 2018",Tenor,Not Impressed at all!,Wouldn't hold a tune.  Free Lessons?  I returned it today.,ranch,Jim Close
5.0 out of 5 stars,"Reviewed in the United States on April 3, 2018",Concert,Five Stars,This was a gift and my daughter loved it.....an awesome gift for a great price....she loves it..,ranch,Sandy Carty
5.0 out of 5 stars,"Reviewed in the United States on April 2, 2018",Tenor,A Great Value,"A very well made ukulele. Nice looking, the frets are smooth and it has a terrific sound. Well worth the money especially when you consider a gig bag, strap and tuner comes with it. Would definitely recommend.",ranch,David J. Corsi
5.0 out of 5 stars,"Reviewed in the United States on March 31, 2018",Concert,Five Stars,Great quality and sounds good.,ranch,michael
5.0 out of 5 stars,"Reviewed in the United States on March 30, 2018",Tenor,I’m still giving this a 5 because the quality is superb for the price and the bag and other extras are just as great.,"Despite having a large noticeable scratch on the face upon delivery, I’m still giving this a 5 because the quality is superb for the price and the bag and other extras are just as great.",ranch,Brent M.
5.0 out of 5 stars,"Reviewed in the United States on March 30, 2018",Concert,Island tunes,"Replaced a lifelong instrument.  Well made, nice kit.",ranch,Jim Timpe
5.0 out of 5 stars,"Reviewed in the United States on March 30, 2018",Concert,Great ukulele,It is really a very good one.,ranch,dina
4.0 out of 5 stars,"Reviewed in the United States on March 26, 2018",Concert,Like not ever a lot,"My only issue is that it needs tuning whenever i put it in it's soft case and move around a bit. Like not ever a lot, I could be traveling in a car and it be secure in the back seat or on the floor of the car and then i take it out again , the cords a like two or three notes off. I get most instruments need tuning before use, but the guitars i have used don need that much attention. other than that i love it.",ranch,Elizabeth Gillian Carre
5.0 out of 5 stars,"Reviewed in the United States on March 24, 2018",Concert,The Best ukulele,"I just loved it, for my first ukulele I think it’s great.",ranch,María Renée Salazar
5.0 out of 5 stars,"Reviewed in the United States on March 23, 2018",Soprano,I'm impressed with this beautiful ukulele. I haven't learned to play it yet,"I'm impressed with this beautiful ukulele.  I haven't learned to play it yet, but I'm working on it.  It's fun to practice using the online lessons!",ranch,Lindylynn
5.0 out of 5 stars,"Reviewed in the United States on March 20, 2018",Concert,Five Stars,Beautiful gift for my daughter. She is enjoying it,ranch,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on March 18, 2018",Tenor,AMAZING,"i bought this and watched some tutorials and in less than 24 hours i knew how to play it. it was super easy to tune, all i had to do was watch a video. this was the best purchase i have gotten of amazon.",ranch,Bueneboy
5.0 out of 5 stars,"Reviewed in the United States on March 17, 2018",Soprano,Great product!,I bought this for my daughter...it is beautiful!,ranch,Stacy
5.0 out of 5 stars,"Reviewed in the United States on March 16, 2018",Tenor,Best Starter Ukulele The I Could Have Asked For,"I couldn't have asked for a better beginner ukulele. I just started teaching myself ukulele this week and have already learned a few songs. I really like that the pack comes with everything that I needed to get started. The strings get out of tune pretty easily, but with my past experience with other string instruments, I'm just assuming that is because they are getting used to the uke. They seem to stay tunes better and better every day/use.This ukulele has an absolutely wonderful sound. I am really happy with my choice in choosing the tenor. I like the slightly deeper sound that it makes compared to the sopranos and concert ukuleles I have heard.I will update this review in the future if I run into any issues.",ranch,Carman A
5.0 out of 5 stars,"Reviewed in the United States on March 12, 2018",Concert,Lovely Ukulele!,I never played any instrument before but I am really happy with my purchase. Tuning it was very easy and I learned one easy song in the first day. The wood feels very nice and the sound is great!,ranch,Sabinutza87
5.0 out of 5 stars,"Reviewed in the United States on March 8, 2018",Concert,It sounds beautiful. I gave it to my daughter for her ...,"0:000:00This video is not intended for all audiences. What date were you born?JanuaryFebruaryMarchAprilMayJuneJulyAugustSeptemberOctoberNovemberDecember123456789101112131415161718192021222324252627282930312020201920182017201620152014201320122011201020092008200720062005200420032002200120001999199819971996199519941993199219911990198919881987198619851984198319821981198019791978197719761975197419731972197119701969196819671966196519641963196219611960195919581957195619551954195319521951195019491948194719461945194419431942194119401939193819371936193519341933193219311930192919281927192619251924192319221921192019191918191719161915191419131912191119101909190819071906190519041903190219011900SubmitAdobe Flash Player is required to watch this video.Install Flash PlayerSorry, this video is unsupported on this browser. Came with everything listed. It sounds beautiful. I gave it to my daughter for her 15th Birthday. She was so excited. She has never played an instrument before. She watched 1 or 2 video tutorials on youtube and she's already playing several songs after a few hours of practice. The ranch company was very quick to respond to questions. We also received our package in a timely manner. I would definitely recommend this product.",ranch,jennifer
5.0 out of 5 stars,"Reviewed in the United States on March 7, 2018",Concert,Not a toy,Came perfectly safe with all advertized items. Looks even better in person and sounds amazing. First uke and I think this tops all!,ranch,Brian Arreola
5.0 out of 5 stars,"Reviewed in the United States on March 7, 2018",Tenor,5 star,Very happy with it.,ranch,olya
4.0 out of 5 stars,"Reviewed in the United States on March 7, 2018",Concert,Four Stars,Great quality and extras in the bundle for the price.,ranch,PK
5.0 out of 5 stars,"Reviewed in the United States on March 7, 2018",Tenor,Five Stars,"I think it was a great value, looks good. Better yet it sounds great.",ranch,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on March 7, 2018",Soprano,Five Stars,It sounds great,ranch,Kindle Customer
5.0 out of 5 stars,"Reviewed in the United States on March 6, 2018",Tenor,A great value for a very fine Tenor uke!,"This is a wonderful kit to buy as a beginner, intermediate or ""beach/camping"" ukulele player who wants to try a tenor size uke.  I have been playing a concert-sized Cordoba 15CM for the past couple of years and I love the sound and quality of that instrument, but wanted to try the slightly larger size of a tenor ukulele.  I did a lot of research and the Ranch product received enough rave reviews that I figured I'd try it. It has turned out to greatly exceed my expectations in all respects.Pros:  - great quality construction  - the wood and polish look very rich and don't look cheap at all  - keeps in tune  - fullyw enclosed all-metal tuning gears  - includes Aquila nylgut strings (these make all the difference in sound and play)  - frets are well placed, smooth, and the right height for fast chording  - the slightly rounded back helps make the sound rich and quite loud without sounding tinny or cheapCons: - the included tuner device is okay, but not great... I use my KLIQ Ubertuner instead (it's great!)  - I don't usually use a strap when playing, but I found that the included strap is just okay for holding the instrument, if you want to use a strap at all.  - This Ranch tenor uke weighs only about an ounce heavier than my concert sized Cordoba, even though it's 3 inches longer and the center of gravity is about an inch further up the neck than the Cordoba concert uke.  It feels a little ""neck heavy"" to me because the body is so light, but I got adjusted pretty easily to this.All in all, I think this is a great sounding, high quality, easy to play ukulele that I'm happy to use for pretty much any purpose and proud to take to jam sessions.",ranch,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on March 3, 2018",Concert,This is my first ukulele and I love it!,This is my first ukulele and I love it!  It sounds great and is beautifully crafted.  The concert size is perfect.  There was a problem with my order but Ranch was really helpful and fixed the problem very quickly.,ranch,Sarah
5.0 out of 5 stars,"Reviewed in the United States on February 27, 2018",Concert,You can play like dwayne johnson bud. Period.,"The bag alone is worth the buy, the fact there's a ukulele in it is nuts bud, just buy it",ranch,James
5.0 out of 5 stars,"Reviewed in the United States on February 24, 2018",Soprano,It Works!,"Amazing for starters, sounds very smooth and I can’t complain about a thing!",ranch,Emily17
5.0 out of 5 stars,"Reviewed in the United States on February 23, 2018",Concert,Good Quality!,I’ve played the guitar for many years and decided to try something new. Great kit at a great price! Stays in tune and is a lot of fun!,ranch,Tina
