"update_day","country","asin","orders_count","units_count","avg_price","gmv","profit","brand"
"2019-12-24","Us","B07KF8L7XX","9","9","$37.99","341.91","81.70","CC"
"2019-12-24","Us","B077ZRP3XX","9","9","$38.59","347.31","74.11","CC"
"2019-12-24","Us","B07DJ3WCXX","5","5","$43.99","219.95","82.16","CC"
"2019-12-24","Us","B07DJ429XX","5","5","$38.99","194.95","30.49","CC"
"2019-12-24","Us","B07FNPP7XX","3","3","$38.99","116.97","11.06","CC"
"2019-12-24","Us","B07Y4ZTBXX","2","2","$43.99","87.98","34.43","CC"
"2019-12-24","Us","B07PSGNTXX","2","2","$36.99","73.98","22.06","CC"
"2019-12-24","Us","B07DJ32VXX","1","1","$47.99","47.99","18.44","CC"
"2019-12-24","Us","B07VMXD6XX","0","0","$0.00","0.00","0.00","CC"
"2019-12-24","Ca","B078NT86XX","0","0","$0.00","0.00","0.00","CC"
"2019-12-24","Us","B07TYV11XX","0","0","$0.00","0.00","0.00","CC"
"2019-12-24","Us","B07TSH3BXX","0","0","$0.00","0.00","0.24","CC"
"2019-12-24","Jp","B07R9XMRXX","3","3","$71.58","222.14","125.81","BB"
"2019-12-24","Jp","B07R7PRDXX","2","2","$70.42","144.44","84.98","BB"
"2019-12-24","Us","B07QPR1PXX","3","3","$33.99","101.97","4.81","EE"
"2019-12-24","Us","B07QFR2XXX","2","2","$23.99","47.98","5.99","EE"
"2019-12-24","Us","B07QV4S8XX","2","2","$8.99","17.98","7.97","EE"
"2019-12-24","Us","B07QLPG6XX","1","1","$38.99","38.99","7.16","EE"
"2019-12-24","Us","B07R2KP9XX","1","1","$8.99","8.99","2.86","EE"
"2019-12-24","Us","B07QBPSQXX","0","0","$0.00","0.00","0.00","EE"
"2019-12-24","Us","B07TB311XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-24","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-24","Us","B07QY6R8XX","0","0","$0.00","0.00","1.42","EE"
"2019-12-24","Us","B07R1HZVXX","0","0","$0.00","0.00","4.38","EE"
"2019-12-24","Us","B07QV4QTXX","0","0","$0.00","0.00","0.00","EE"
"2019-12-24","Us","B07QBPTNXX","0","0","$0.00","0.00","5.67","EE"
"2019-12-24","Us","B07QLPG8XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-25","Ca","B06VTR57XX","4","4","$41.78","167.13","17.92","DD"
"2019-12-25","Us","B07RYKZBXX","4","4","$64.99","259.96","107.15","DD"
"2019-12-25","Us","B01N4876XX","4","4","$46.99","187.96","51.86","DD"
"2019-12-25","Us","B07S2QGSXX","3","4","$54.99","219.96","64.09","DD"
"2019-12-25","Us","B07MDYLMXX","1","1","$54.99","54.99","3.58","DD"
"2019-12-25","Us","B07PQ5XNXX","1","1","$79.99","79.99","16.49","DD"
"2019-12-25","Us","B07HNXVZXX","1","1","$43.99","43.99","18.08","DD"
"2019-12-25","Us","B07HNXPXXX","0","0","$0.00","0.00","9.01","DD"
"2019-12-25","Us","B07WJYSSXX","7","8","$54.99","439.92","98.66","AA"
"2019-12-25","Ca","B074M6KGXX","5","5","$30.39","151.93","2.60","AA"
"2019-12-25","Ca","B074M766XX","3","3","$34.95","104.84","9.73","AA"
"2019-12-25","Us","B07PPGQZXX","0","0","$0.00","0.00","11.09","AA"
"2019-12-25","Jp","B07X9LFKXX","2","2","$29.99","59.98","7.52","AA"
"2019-12-25","Jp","B07XCMZ1XX","0","0","$0.00","0.00","0.56","AA"
"2019-12-25","Jp","B07R5RLPXX","1","1","$24.50","24.50","14.51","CC"
"2019-12-25","Jp","B07VNCB3XX","1","1","$26.15","26.15","2.72","CC"
"2019-12-25","Us","B07QFR2XXX","5","5","$23.99","119.95","14.65","EE"
"2019-12-25","Us","B07QBPSQXX","3","3","$29.99","89.97","1.32","EE"
"2019-12-25","Us","B07QPR1PXX","3","3","$33.99","101.97","7.95","EE"
"2019-12-25","Us","B07TB311XX","1","1","$15.99","15.99","6.85","EE"
"2019-12-25","Us","B07QY6R8XX","1","1","$8.99","8.99","2.90","EE"
"2019-12-25","Us","B07R2KP9XX","1","1","$8.99","8.99","2.89","EE"
"2019-12-25","Us","B07QBPTNXX","1","1","$39.99","39.99","4.47","EE"
"2019-12-25","Us","B07TB3QWXX","1","1","$15.99","15.99","8.44","EE"
"2019-12-25","Us","B07QV4S8XX","0","0","$0.00","0.00","2.96","EE"
"2019-12-25","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-25","Us","B07QV4QTXX","0","0","$0.00","0.00","1.49","EE"
"2019-12-25","Us","B07R1HZVXX","0","0","$0.00","0.00","1.44","EE"
"2019-12-25","Jp","B07R8TS8XX","2","2","$52.10","104.21","9.25","BB"
"2019-12-25","Jp","B07R9XMRXX","1","1","$70.34","74.05","35.25","BB"
"2019-12-25","Jp","B07R7PRDXX","0","0","$0.00","0.00","1.41","BB"
"2019-12-25","Us","B078NVL7XX","23","23","$38.99","896.77","290.58","CC"
"2019-12-25","Us","B07KF8L7XX","16","16","$34.19","547.04","109.81","CC"
"2019-12-25","Us","B07DJ4ZGXX","15","15","$36.99","554.85","154.06","CC"
"2019-12-25","Us","B077ZRP3XX","13","13","$38.59","501.67","155.39","CC"
"2019-12-25","Us","B07DJ429XX","11","11","$38.99","428.89","142.56","CC"
"2019-12-25","Us","B07Y4ZTBXX","5","5","$43.99","219.95","85.40","CC"
"2019-12-25","Us","B07DJ3WCXX","4","4","$43.99","175.96","62.81","CC"
"2019-12-25","Us","B07PSGNTXX","3","3","$36.99","110.97","32.03","CC"
"2019-12-25","Us","B07FNPP7XX","2","2","$38.99","77.98","5.06","CC"
"2019-12-25","Us","B07TSH3BXX","2","2","$45.99","91.98","29.71","CC"
"2019-12-25","Us","B07TYV11XX","1","1","$46.99","46.99","13.52","CC"
"2019-12-25","Ca","B078NT86XX","0","0","$0.00","0.00","0.80","CC"
"2019-12-25","Us","B07JXYLXXX","2","2","$79.99","159.98","19.64","BB"
"2019-12-25","Us","B075M1F4XX","2","2","$40.99","81.98","18.54","BB"
"2019-12-25","Ca","B072BP12XX","1","1","$34.95","34.95","12.09","BB"
"2019-12-25","Us","B075M4S2XX","1","1","$43.99","43.99","9.92","BB"
"2019-12-25","Us","B07Q2BHCXX","0","0","$0.00","0.00","1.21","BB"
"2019-12-25","Us","B07NRMHCXX","0","0","$0.00","0.00","0.71","BB"
"2019-12-25","Us","B07NRMHVXX","0","0","$0.00","0.00","6.22","BB"
"2019-12-26","Us","B07WJYSSXX","7","7","$54.99","384.93","110.59","AA"
"2019-12-26","Ca","B074M766XX","4","4","$34.95","139.78","13.72","AA"
"2019-12-26","Ca","B074M6KGXX","3","3","$30.39","91.16","9.60","AA"
"2019-12-26","Us","B07PN9S8XX","1","1","$89.99","89.99","26.14","AA"
"2019-12-26","Us","B07PPGQZXX","0","0","$0.00","0.00","12.56","AA"
"2019-12-26","Us","B07KF8L7XX","17","26","$34.19","888.94","48.40","CC"
"2019-12-26","Us","B078NVL7XX","16","16","$33.14","530.24","21.15","CC"
"2019-12-26","Us","B07DJ4ZGXX","11","11","$33.29","366.19","22.98","CC"
"2019-12-26","Us","B077ZRP3XX","11","11","$38.59","424.49","52.63","CC"
"2019-12-26","Ca","B078NT86XX","6","6","$30.39","182.32","43.96","CC"
"2019-12-26","Us","B07DJ429XX","6","6","$38.99","233.94","50.48","CC"
"2019-12-26","Us","B07DJ3WCXX","5","5","$43.99","219.95","32.74","CC"
"2019-12-26","Us","B07Y4ZTBXX","2","2","$43.99","87.98","4.29","CC"
"2019-12-26","Us","B07FNPP7XX","2","2","$38.99","77.98","0.10","CC"
"2019-12-26","Us","B07PSGNTXX","1","1","$36.99","36.99","22.02","CC"
"2019-12-26","Us","B07TSH3BXX","1","1","$45.99","45.99","14.18","CC"
"2019-12-26","Us","B07TYV11XX","0","0","$0.00","0.00","0.00","CC"
"2019-12-26","Us","B07NRMHVXX","6","7","$6.59","46.13","5.76","BB"
"2019-12-26","Us","B075M1F4XX","2","2","$40.99","81.98","52.72","BB"
"2019-12-26","Us","B07Q2BHCXX","2","2","$8.99","17.98","3.70","BB"
"2019-12-26","Us","B06ZZRQKXX","1","1","$28.99","28.99","3.67","BB"
"2019-12-26","Us","B07JXYLXXX","0","0","$0.00","0.00","95.44","BB"
"2019-12-26","Ca","B0748DQ4XX","0","0","$0.00","0.00","0.00","BB"
"2019-12-26","Us","B07NRMHCXX","0","0","$0.00","0.00","0.61","BB"
"2019-12-26","Us","B07PQ5XNXX","4","4","$79.99","319.96","3.04","DD"
"2019-12-26","Ca","B06VTR57XX","2","2","$41.78","83.57","15.08","DD"
"2019-12-26","Us","B07RYKZBXX","2","2","$54.99","109.98","20.93","DD"
"2019-12-26","Us","B07HNTJ5XX","1","1","$39.19","39.19","2.27","DD"
"2019-12-26","Us","B07HNXPXXX","1","1","$47.99","47.99","1.67","DD"
"2019-12-26","Us","B07MDYLMXX","1","1","$48.99","48.99","7.05","DD"
"2019-12-26","Us","B07S2QGSXX","1","1","$54.99","54.99","10.59","DD"
"2019-12-26","Us","B07HNXVZXX","0","0","$0.00","0.00","6.60","DD"
"2019-12-26","Us","B01N4876XX","0","0","$0.00","0.00","2.71","DD"
"2019-12-26","Us","B07QBPSQXX","7","7","$29.99","209.93","39.98","EE"
"2019-12-26","Us","B07TB3QWXX","3","3","$15.99","47.97","25.32","EE"
"2019-12-26","Us","B07QPR1PXX","3","3","$33.99","101.97","24.26","EE"
"2019-12-26","Us","B07QBPTNXX","1","1","$39.99","39.99","3.50","EE"
"2019-12-26","Us","B07QV4S8XX","1","1","$8.99","8.99","2.15","EE"
"2019-12-26","Us","B07QY6R8XX","1","1","$8.99","8.99","2.49","EE"
"2019-12-26","Us","B07QFR2XXX","1","1","$23.99","23.99","19.20","EE"
"2019-12-26","Us","B07QLPG6XX","1","1","$38.99","38.99","7.16","EE"
"2019-12-26","Us","B07TB311XX","0","0","$0.00","0.00","2.88","EE"
"2019-12-26","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-26","Us","B07R1HZVXX","0","0","$0.00","0.00","2.76","EE"
"2019-12-26","Us","B07R2KP9XX","0","0","$0.00","0.00","2.84","EE"
"2019-12-26","Us","B07QV4QTXX","0","0","$0.00","0.00","0.00","EE"
"2019-12-26","Jp","B01M3V7XXX","0","0","$0.00","0.00","0.00","DD"
"2019-12-26","Jp","B07X9LFKXX","1","1","$29.99","29.99","25.10","AA"
"2019-12-26","Jp","B07XCMZ1XX","0","0","$0.00","0.00","3.15","AA"
"2019-12-26","Jp","B07R8XZPXX","3","3","$24.50","73.51","16.33","CC"
"2019-12-26","Jp","B07VNCB3XX","1","1","$26.15","26.15","2.45","CC"
"2019-12-26","Jp","B07R7PRDXX","1","1","$70.34","74.05","35.24","BB"
"2019-12-26","Jp","B07R9XMRXX","1","1","$74.05","74.05","38.63","BB"
"2019-12-26","Jp","B07R8TS8XX","1","1","$53.93","53.93","6.31","BB"
"2019-12-27","Us","B06ZZRQKXX","5","5","$28.99","144.95","18.26","BB"
"2019-12-27","Ca","B0748DQ4XX","3","3","$61.14","183.41","71.70","BB"
"2019-12-27","Us","B07NRMHVXX","2","2","$6.59","13.18","1.84","BB"
"2019-12-27","Us","B07JXYLXXX","1","1","$79.99","79.99","3.72","BB"
"2019-12-27","Us","B075M1F4XX","1","1","$40.99","40.99","9.27","BB"
"2019-12-27","Us","B07Q2BHCXX","1","1","$8.99","8.99","2.29","BB"
"2019-12-27","Us","B06ZZRQLXX","0","0","$0.00","0.00","47.50","BB"
"2019-12-27","Us","B07NRMHCXX","0","0","$0.00","0.00","1.94","BB"
"2019-12-27","Ca","B074M6KGXX","4","4","$30.57","122.26","30.55","AA"
"2019-12-27","Us","B07WJYSSXX","4","4","$54.99","219.96","60.11","AA"
"2019-12-27","Ca","B074M766XX","2","2","$35.15","70.30","7.00","AA"
"2019-12-27","Us","B07PN9S8XX","1","1","$89.99","89.99","26.14","AA"
"2019-12-27","Ca","B072LW84XX","1","1","$76.42","76.42","19.97","AA"
"2019-12-27","Ca","B072XDH9XX","0","0","$0.00","0.00","64.56","AA"
"2019-12-27","Us","B07PPGQZXX","0","0","$0.00","0.00","11.62","AA"
"2019-12-27","Jp","B01M3V7XXX","0","0","$0.00","0.00","24.14","DD"
"2019-12-27","Us","B07QPR1PXX","5","6","$33.99","203.94","25.86","EE"
"2019-12-27","Us","B07QBPSQXX","4","4","$29.99","119.96","15.26","EE"
"2019-12-27","Us","B07TB3QWXX","4","4","$13.87","63.96","31.49","EE"
"2019-12-27","Us","B07QFR2XXX","3","3","$23.99","71.97","10.68","EE"
"2019-12-27","Us","B07R1HZVXX","1","1","$8.99","8.99","0.19","EE"
"2019-12-27","Us","B07QV4S8XX","1","1","$8.99","8.99","2.12","EE"
"2019-12-27","Us","B07QBPTNXX","1","1","$39.99","39.99","10.46","EE"
"2019-12-27","Us","B07QLPG8XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-27","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-27","Us","B07R2KP9XX","0","0","$0.00","0.00","3.57","EE"
"2019-12-27","Us","B07TB311XX","0","0","$0.00","0.00","5.55","EE"
"2019-12-27","Us","B07QV4QTXX","0","0","$0.00","0.00","0.67","EE"
"2019-12-27","Us","B07QY6R8XX","0","0","$0.00","0.00","0.75","EE"
"2019-12-27","Ca","B06VTR57XX","4","4","$42.03","168.12","42.66","DD"
"2019-12-27","Us","B07HNTJ5XX","3","3","$39.19","117.57","6.92","DD"
"2019-12-27","Us","B01M29YGXX","2","2","$50.99","101.98","39.82","DD"
"2019-12-27","Us","B07PQ5XNXX","2","2","$79.99","159.98","37.05","DD"
"2019-12-27","Us","B01N4876XX","1","1","$42.29","42.29","59.05","DD"
"2019-12-27","Us","B07HNXVZXX","1","1","$43.99","43.99","5.45","DD"
"2019-12-27","Us","B07S2QGSXX","1","1","$54.99","54.99","10.44","DD"
"2019-12-27","Us","B07PR959XX","0","0","$0.00","0.00","96.55","DD"
"2019-12-27","Us","B07RYKZBXX","0","0","$0.00","0.00","2.51","DD"
"2019-12-27","Us","B07MDYLMXX","0","0","$0.00","0.00","9.65","DD"
"2019-12-27","Us","B07HNXPXXX","0","0","$0.00","0.00","8.89","DD"
"2019-12-27","Jp","B07R9XMRXX","1","1","$70.20","73.90","34.64","BB"
"2019-12-27","Jp","B07R7PRDXX","0","0","$0.00","0.00","1.00","BB"
"2019-12-27","Us","B07DJ4ZGXX","12","12","$36.99","443.88","115.66","CC"
"2019-12-27","Us","B078NVL7XX","11","11","$33.92","373.12","5.16","CC"
"2019-12-27","Us","B077ZRP3XX","10","10","$38.59","385.90","26.46","CC"
"2019-12-27","Us","B07KF8L7XX","9","9","$34.19","307.71","19.46","CC"
"2019-12-27","Us","B07DJ429XX","7","7","$38.99","272.93","1.01","CC"
"2019-12-27","Us","B07PSGNTXX","5","5","$36.99","184.95","55.96","CC"
"2019-12-27","Ca","B078NT86XX","2","2","$30.57","61.13","10.33","CC"
"2019-12-27","Us","B07DJ3WCXX","2","2","$43.99","87.98","31.18","CC"
"2019-12-27","Us","B07FNPP7XX","2","2","$38.99","77.98","6.88","CC"
"2019-12-27","Us","B07TYV11XX","1","1","$46.99","46.99","12.79","CC"
"2019-12-27","Us","B07TSH3BXX","1","1","$45.99","45.99","14.92","CC"
"2019-12-27","Us","B07VMXD6XX","1","1","$36.99","36.99","11.24","CC"
"2019-12-27","Us","B07Y4ZTBXX","1","1","$43.99","43.99","13.26","CC"
"2019-12-27","Jp","B07RB45KXX","1","1","$24.27","24.27","5.22","CC"
"2019-12-27","Jp","B07R5RLPXX","1","1","$24.45","24.45","5.43","CC"
"2019-12-27","Jp","B07VNCB3XX","1","1","$26.10","26.10","2.78","CC"
"2019-12-27","Jp","B07R8XZPXX","1","1","$24.45","24.45","5.39","CC"
"2019-12-27","Jp","B07XCMZ1XX","4","4","$28.10","112.42","11.75","AA"
"2019-12-27","Jp","B07X9LFKXX","0","0","$0.00","0.00","1.77","AA"
"2019-12-28","Jp","B07R8TS8XX","2","2","$53.83","107.65","12.37","BB"
"2019-12-28","Jp","B07R7PRDXX","0","0","$0.00","0.00","0.68","BB"
"2019-12-28","Jp","B07R9XMRXX","0","0","$0.00","0.00","1.19","BB"
"2019-12-28","Us","B077ZRP3XX","17","17","$33.57","570.69","5.22","CC"
"2019-12-28","Us","B078NVL7XX","15","15","$33.92","508.80","1.84","CC"
"2019-12-28","Us","B07DJ4ZGXX","7","7","$31.32","219.23","40.65","CC"
"2019-12-28","Us","B07KF8L7XX","6","8","$34.19","273.52","29.39","CC"
"2019-12-28","Us","B07Y4ZTBXX","5","5","$43.99","219.95","85.37","CC"
"2019-12-28","Us","B07DJ429XX","5","5","$38.99","194.95","30.40","CC"
"2019-12-28","Us","B07FNPP7XX","4","4","$38.99","155.96","11.19","CC"
"2019-12-28","Us","B07PSGNTXX","4","4","$36.99","147.96","44.51","CC"
"2019-12-28","Us","B07DJ3WCXX","4","4","$43.99","175.96","61.09","CC"
"2019-12-28","Ca","B078NT86XX","2","2","$30.57","61.13","17.31","CC"
"2019-12-28","Us","B07TSH3BXX","0","0","$0.00","0.00","0.43","CC"
"2019-12-28","Us","B07TYV11XX","0","0","$0.00","0.00","0.00","CC"
"2019-12-28","Jp","B01M3V7XXX","0","0","$0.00","0.00","0.00","DD"
"2019-12-28","Us","B07JXYLXXX","2","2","$79.99","159.98","17.28","BB"
"2019-12-28","Us","B07NRMHVXX","2","2","$6.59","13.18","0.75","BB"
"2019-12-28","Us","B06ZZRQKXX","1","1","$28.99","28.99","3.65","BB"
"2019-12-28","Us","B07NRMHCXX","1","1","$15.99","15.99","3.94","BB"
"2019-12-28","Us","B075M1F4XX","0","0","$0.00","0.00","36.07","BB"
"2019-12-28","Us","B07Q2BHCXX","0","0","$0.00","0.00","0.69","BB"
"2019-12-28","Us","B07WJYSSXX","6","6","$54.99","329.94","69.74","AA"
"2019-12-28","Ca","B074M6KGXX","5","5","$30.57","152.83","29.64","AA"
"2019-12-28","Ca","B074M766XX","2","2","$35.15","70.30","4.99","AA"
"2019-12-28","Us","B07TS5LSXX","0","0","$0.00","0.00","0.00","AA"
"2019-12-28","Ca","B072LW84XX","0","0","$0.00","0.00","0.00","AA"
"2019-12-28","Us","B07PPGQZXX","0","0","$0.00","0.00","89.79","AA"
"2019-12-28","Jp","B07XCMZ1XX","2","2","$28.10","56.21","3.60","AA"
"2019-12-28","Jp","B07X9LFKXX","0","0","$0.00","0.00","0.81","AA"
"2019-12-28","Ca","B06VTR57XX","6","7","$39.84","294.21","58.95","DD"
"2019-12-28","Us","B07PQ5XNXX","5","5","$79.99","399.95","99.66","DD"
"2019-12-28","Us","B07MDYLMXX","5","5","$48.99","244.95","67.32","DD"
"2019-12-28","Us","B07HNTJ5XX","2","2","$48.99","97.98","14.99","DD"
"2019-12-28","Us","B07RYKZBXX","2","2","$64.99","129.98","48.69","DD"
"2019-12-28","Us","B07HNXPXXX","1","1","$47.99","47.99","4.02","DD"
"2019-12-28","Us","B07S2QGSXX","0","0","$0.00","0.00","0.00","DD"
"2019-12-28","Us","B01M29YGXX","0","0","$0.00","0.00","0.00","DD"
"2019-12-28","Us","B01N4876XX","0","0","$0.00","0.00","3.73","DD"
"2019-12-28","Us","B07HNXVZXX","0","0","$0.00","0.00","7.21","DD"
"2019-12-28","Jp","B07R5RLPXX","3","3","$24.45","73.36","25.24","CC"
"2019-12-28","Jp","B07RB45KXX","1","1","$24.27","24.27","5.22","CC"
"2019-12-28","Jp","B07R8XZPXX","1","1","$24.45","24.45","5.39","CC"
"2019-12-28","Jp","B07VNCB3XX","0","0","$0.00","0.00","4.18","CC"
"2019-12-28","Us","B07QBPSQXX","5","5","$29.99","149.95","16.66","EE"
"2019-12-28","Us","B07QV4S8XX","4","4","$8.99","35.96","13.84","EE"
"2019-12-28","Us","B07QPR1PXX","2","2","$33.99","67.98","1.99","EE"
"2019-12-28","Us","B07R1HZVXX","2","2","$8.99","17.98","0.58","EE"
"2019-12-28","Us","B07QV4QTXX","1","1","$8.99","8.99","2.38","EE"
"2019-12-28","Us","B07QFR2XXX","1","1","$23.99","23.99","2.06","EE"
"2019-12-28","Us","B07QBPTNXX","1","1","$39.99","39.99","8.28","EE"
"2019-12-28","Us","B07QLPG8XX","1","1","$47.99","47.99","15.02","EE"
"2019-12-28","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-28","Us","B07R2KP9XX","0","0","$0.00","0.00","1.45","EE"
"2019-12-28","Us","B07TB311XX","0","0","$0.00","0.00","3.81","EE"
"2019-12-28","Us","B07QY6R8XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-29","Us","B07NRMHVXX","4","5","$6.59","32.95","1.43","BB"
"2019-12-29","Us","B06ZZRQKXX","3","3","$28.99","86.97","10.96","BB"
"2019-12-29","Us","B07JXYLXXX","2","2","$79.99","159.98","20.52","BB"
"2019-12-29","Us","B075M1F4XX","1","1","$40.99","40.99","9.25","BB"
"2019-12-29","Ca","B0748DQ4XX","1","1","$61.14","61.14","23.17","BB"
"2019-12-29","Us","B07Q2BHCXX","1","1","$8.99","8.99","0.57","BB"
"2019-12-29","Us","B07NRMHCXX","1","1","$15.99","15.99","3.14","BB"
"2019-12-29","Us","B06ZZRQLXX","0","0","$0.00","0.00","0.00","BB"
"2019-12-29","Jp","B07R9XMRXX","1","1","$73.90","73.90","38.06","BB"
"2019-12-29","Jp","B07R8TS8XX","0","0","$0.00","0.00","0.00","BB"
"2019-12-29","Jp","B07R7PRDXX","0","0","$0.00","0.00","0.99","BB"
"2019-12-29","Us","B07S2QGSXX","3","3","$54.99","164.97","50.54","DD"
"2019-12-29","Us","B07MDYLMXX","2","2","$48.99","97.98","9.41","DD"
"2019-12-29","Us","B07HNXVZXX","1","1","$43.99","43.99","2.13","DD"
"2019-12-29","Ca","B06VTR57XX","1","1","$42.03","42.03","11.14","DD"
"2019-12-29","Us","B07HNXPXXX","1","1","$47.99","47.99","0.95","DD"
"2019-12-29","Us","B07PQ5XNXX","1","1","$79.99","79.99","11.82","DD"
"2019-12-29","Us","B07RYKZBXX","0","0","$0.00","0.00","68.11","DD"
"2019-12-29","Ca","B01F3DHEXX","0","0","$0.00","0.00","26.90","DD"
"2019-12-29","Us","B01N4876XX","0","0","$0.00","0.00","3.25","DD"
"2019-12-29","Us","B077ZRP3XX","20","20","$33.57","671.40","14.56","CC"
"2019-12-29","Us","B078NVL7XX","13","13","$33.92","440.96","39.94","CC"
"2019-12-29","Us","B07DJ4ZGXX","10","10","$33.29","332.90","4.68","CC"
"2019-12-29","Us","B07KF8L7XX","7","7","$34.19","239.33","90.74","CC"
"2019-12-29","Us","B07PSGNTXX","6","6","$36.99","221.94","67.00","CC"
"2019-12-29","Us","B07Y4ZTBXX","4","4","$43.99","175.96","68.26","CC"
"2019-12-29","Us","B07DJ3WCXX","4","5","$43.99","219.95","80.44","CC"
"2019-12-29","Ca","B078NT86XX","3","3","$30.57","91.70","22.31","CC"
"2019-12-29","Us","B07DJ429XX","3","3","$38.99","116.97","4.52","CC"
"2019-12-29","Us","B07FNPP7XX","1","1","$38.99","38.99","1.52","CC"
"2019-12-29","Us","B07TSH3BXX","1","1","$45.99","45.99","18.33","CC"
"2019-12-29","Us","B07VMXD6XX","0","0","$0.00","0.00","0.00","CC"
"2019-12-29","Us","B07TYV11XX","0","0","$0.00","0.00","0.00","CC"
"2019-12-29","Jp","B07XCMZ1XX","3","3","$24.66","84.31","2.18","AA"
"2019-12-29","Jp","B07X9LFKXX","1","1","$24.80","29.93","1.40","AA"
"2019-12-29","Us","B07WJYSSXX","6","15","$54.99","824.85","52.47","AA"
"2019-12-29","Ca","B074M766XX","3","3","$35.15","105.45","12.09","AA"
"2019-12-29","Ca","B074M6KGXX","2","2","$30.57","61.13","5.29","AA"
"2019-12-29","Us","B07PPGQZXX","0","0","$0.00","0.00","12.33","AA"
"2019-12-29","Us","B07QBPSQXX","5","5","$29.99","149.95","18.00","EE"
"2019-12-29","Us","B07QFR2XXX","5","5","$23.99","119.95","20.34","EE"
"2019-12-29","Us","B07QPR1PXX","4","4","$33.99","135.96","5.32","EE"
"2019-12-29","Us","B07TB311XX","1","1","$15.99","15.99","5.00","EE"
"2019-12-29","Us","B07R1HZVXX","1","1","$8.99","8.99","4.53","EE"
"2019-12-29","Us","B07R2KP9XX","1","1","$8.99","8.99","2.96","EE"
"2019-12-29","Us","B07QV4QTXX","0","0","$0.00","0.00","0.00","EE"
"2019-12-29","Us","B07QY6R8XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-29","Us","B07QV4S8XX","0","0","$0.00","0.00","1.32","EE"
"2019-12-29","Us","B07QBPTNXX","0","0","$0.00","0.00","8.31","EE"
"2019-12-29","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-29","Jp","B07VNCB3XX","0","0","$0.00","0.00","3.78","CC"
"2019-12-30","Jp","B07X9LFKXX","0","0","$0.00","0.00","1.29","AA"
"2019-12-30","Jp","B07XCMZ1XX","0","0","$0.00","0.00","4.46","AA"
"2019-12-30","Us","B07PQ5XNXX","2","2","$79.99","159.98","33.88","DD"
"2019-12-30","Us","B07MDYLMXX","2","2","$48.99","97.98","9.58","DD"
"2019-12-30","Ca","B06VTR57XX","1","1","$42.08","42.08","10.69","DD"
"2019-12-30","Ca","B01F3DHEXX","1","1","$39.02","39.02","15.32","DD"
"2019-12-30","Us","B07HNXPXXX","1","1","$43.19","43.19","1.04","DD"
"2019-12-30","Us","B07S2QGSXX","1","1","$48.99","48.99","11.08","DD"
"2019-12-30","Us","B07RYKZBXX","1","1","$64.99","64.99","24.51","DD"
"2019-12-30","Us","B01N4876XX","1","1","$46.99","46.99","10.69","DD"
"2019-12-30","Us","B07PR959XX","0","0","$0.00","0.00","47.60","DD"
"2019-12-30","Us","B07HNXVZXX","0","0","$0.00","0.00","10.41","DD"
"2019-12-30","Jp","B07R9XMRXX","1","1","$74.16","74.16","93.15","BB"
"2019-12-30","Jp","B07R7PRDXX","0","0","$0.00","0.00","0.57","BB"
"2019-12-30","Us","B07QBPSQXX","4","4","$29.99","119.96","9.40","EE"
"2019-12-30","Us","B07QPR1PXX","3","3","$33.99","101.97","30.65","EE"
"2019-12-30","Us","B07QFR2XXX","2","2","$19.99","39.98","7.46","EE"
"2019-12-30","Us","B07R1HZVXX","2","3","$8.99","26.97","3.83","EE"
"2019-12-30","Us","B07TB311XX","1","1","$15.99","15.99","8.00","EE"
"2019-12-30","Us","B07QY6R8XX","1","1","$8.99","8.99","1.45","EE"
"2019-12-30","Us","B07QBPTNXX","0","0","$0.00","0.00","39.73","EE"
"2019-12-30","Us","B07QV4QTXX","0","0","$0.00","0.00","0.00","EE"
"2019-12-30","Us","B07R2KP9XX","0","0","$0.00","0.00","1.43","EE"
"2019-12-30","Us","B07QV4S8XX","0","0","$0.00","0.00","1.41","EE"
"2019-12-30","Us","B07S4HN2XX","0","0","$0.00","0.00","0.00","EE"
"2019-12-30","Jp","B07RB45XXX","1","1","$24.54","24.54","6.21","CC"
"2019-12-30","Jp","B07VNCB3XX","0","0","$0.00","0.00","3.44","CC"
"2019-12-30","Ca","B074M6KGXX","4","4","$30.60","122.41","9.79","AA"
"2019-12-30","Ca","B074M766XX","3","3","$35.19","105.58","12.46","AA"
"2019-12-30","Us","B07WJYSSXX","3","3","$54.99","164.97","123.47","AA"
"2019-12-30","Us","B07PN9S8XX","1","1","$89.99","89.99","26.04","AA"
"2019-12-30","Ca","B072LW84XX","0","0","$0.00","0.00","73.11","AA"
