"end_day","country","asin","clicks","cost","impressions","gmv_ad","sales_ad","brand"
"2019-12-21","Us","B07QPR1PXX","96","61.2","33258","413.88","12","EE"
"2019-12-21","Us","B07QV4QTXX","1","0.74","566","0","0","EE"
"2019-12-21","Us","B07QV4S8XX","3","2.17","1765","0","0","EE"
"2019-12-21","Us","B07QY6R8XX","2","1.48","487","8.99","1","EE"
"2019-12-21","Us","B07R1HZVXX","4","2.66","1286","0","0","EE"
"2019-12-21","Us","B07R2KP9XX","2","1.41","616","0","0","EE"
"2019-12-21","Us","B07S4HN2XX","1","0.5","39","0","0","EE"
"2019-12-21","Us","B07TB311XX","3","2.98","653","0","0","EE"
"2019-12-22","Ca","B074M6KGXX","30","20.700000000000003","6011","91.15","3","AA"
"2019-12-22","Ca","B074M766XX","6","4.41","442","0","0","AA"
"2019-12-22","Ca","B06VTR57XX","5","7.07","688","0","0","DD"
"2019-12-22","Jp","B07X9LFKXX","6","1.72","1553","0","0","AA"
"2019-12-22","Jp","B07XCMZ1XX","24","6","2577","27.25","1","AA"
"2019-12-22","Jp","B07R7PRDXX","29","1.18","3206","0","0","BB"
"2019-12-22","Jp","B07R9XMRXX","17","0.7","1189","0","0","BB"
"2019-12-22","Jp","B07VNCB3XX","26","7.36","5505","23.76","1","CC"
"2019-12-22","Jp","B01M3V7XXX","2","0.1","249","0","0","DD"
"2019-12-22","Us","B07PPGQZXX","0","0","4","0","0","AA"
"2019-12-22","Us","B07WJYSSXX","28","19.82","2765","219.96","4","AA"
"2019-12-22","Us","B06ZZRQKXX","43","28.59","9257","28.99","1","BB"
"2019-12-22","Us","B075M1F4XX","27","23.75","15568","0","0","BB"
"2019-12-22","Us","B07JXYLXXX","24","27.1","3394","0","0","BB"
"2019-12-22","Us","B07NRMHCXX","6","3.83","1131","0","0","BB"
"2019-12-22","Us","B07NRMHVXX","22","13.58","8283","0","0","BB"
"2019-12-22","Us","B07Q2BHCXX","9","4.86","5666","8.99","1","BB"
"2019-12-22","Us","B077ZRP3XX","173","132.72","32805","589.89","16","CC"
"2019-12-22","Us","B078NVL7XX","65","38.49","13024","210.54000000000002","6","CC"
"2019-12-22","Us","B07DJ3WCXX","42","23.04","4315","43.99","1","CC"
"2019-12-22","Us","B07DJ429XX","4","1.9","247","0","0","CC"
"2019-12-22","Us","B07DJ4ZGXX","88","55.46000000000001","7726","133.01","4","CC"
"2019-12-22","Us","B07FNPP7XX","16","8.67","3553","0","0","CC"
"2019-12-22","Us","B07KF8L7XX","273","153.70999999999998","79563","826.3900000000001","21","CC"
"2019-12-22","Us","B07PSGNTXX","2","0.73","707","0","0","CC"
"2019-12-22","Us","B07TSH3BXX","2","0.72","632","0","0","CC"
"2019-12-22","Us","B07TYV11XX","3","1.37","297","0","0","CC"
"2019-12-22","Us","B07Y4ZTBXX","6","3.17","2095","0","0","CC"
"2019-12-22","Us","B01N4876XX","6","5.73","2765","0","0","DD"
"2019-12-22","Us","B07HNXPXXX","12","8.07","5805","0","0","DD"
"2019-12-22","Us","B07HNXVZXX","14","22.13","1707","0","0","DD"
"2019-12-22","Us","B07MDYLMXX","12","11.48","2857","54.99","1","DD"
"2019-12-22","Us","B07PQ5XNXX","12","12.77","3028","0","0","DD"
"2019-12-22","Us","B07RYKZBXX","15","12.32","2958","0","0","DD"
"2019-12-22","Us","B07S2QGSXX","8","6.64","3533","0","0","DD"
"2019-12-22","Us","B07QBPSQXX","75","41.54","17091","163.95","5","EE"
"2019-12-22","Us","B07QBPTNXX","15","8.21","3358","42.99","1","EE"
"2019-12-22","Us","B07QFR2XXX","12","6.2","3782","0","0","EE"
"2019-12-22","Us","B07QPR1PXX","79","52.32","26195","174.95","5","EE"
"2019-12-22","Us","B07QV4QTXX","0","0","210","0","0","EE"
"2019-12-22","Us","B07QV4S8XX","4","2.92","2290","0","0","EE"
"2019-12-22","Us","B07QY6R8XX","0","0","526","0","0","EE"
"2019-12-22","Us","B07R1HZVXX","4","2.93","1707","8.99","1","EE"
"2019-12-22","Us","B07R2KP9XX","2","1.48","834","0","0","EE"
"2019-12-22","Us","B07S4HN2XX","0","0","41","0","0","EE"
"2019-12-22","Us","B07TB311XX","3","1.94","336","0","0","EE"
"2019-12-23","Ca","B074M6KGXX","20","13.21","7091","30.39","1","AA"
"2019-12-23","Ca","B074M766XX","6","3.95","327","0","0","AA"
"2019-12-23","Ca","B06VTR57XX","7","6.890000000000001","731","0","0","DD"
"2019-12-23","Jp","B07X9LFKXX","8","1.98","1884","0","0","AA"
"2019-12-23","Jp","B07XCMZ1XX","9","2.03","2652","0","0","AA"
"2019-12-23","Jp","B07R7PRDXX","42","1.83","2585","0","0","BB"
"2019-12-23","Jp","B07R9XMRXX","33","1.38","1296","0","0","BB"
"2019-12-23","Jp","B07VNCB3XX","20","4.96","3476","68.31","3","CC"
"2019-12-23","Jp","B01M3V7XXX","3","0.12","73","0","0","DD"
"2019-12-23","Us","B07PPGQZXX","10","11.63","2387","0","0","AA"
"2019-12-23","Us","B07WJYSSXX","26","20.950000000000003","4788","219.96","4","AA"
"2019-12-23","Us","B06ZZRQKXX","11","7.54","14935","28.99","1","BB"
"2019-12-23","Us","B075M1F4XX","27","24.17","13462","40.99","1","BB"
"2019-12-23","Us","B07JXYLXXX","1","1.07","1039","0","0","BB"
"2019-12-23","Us","B07NRMHCXX","4","2.5","839","0","0","BB"
"2019-12-23","Us","B07NRMHVXX","8","5.09","6486","6.59","1","BB"
"2019-12-23","Us","B07Q2BHCXX","5","2.81","3888","0","0","BB"
"2019-12-23","Us","B077ZRP3XX","42","35.91","8606","43.99","1","CC"
"2019-12-23","Us","B078NVL7XX","56","33.83","11404","100.47","3","CC"
"2019-12-23","Us","B07DJ3WCXX","12","7.31","1675","0","0","CC"
"2019-12-23","Us","B07DJ429XX","4","1.43","413","0","0","CC"
"2019-12-23","Us","B07DJ4ZGXX","48","29.82","6837","182.10000000000002","5","CC"
"2019-12-23","Us","B07FNPP7XX","8","5.32","1892","0","0","CC"
"2019-12-23","Us","B07KF8L7XX","136","76.4","46970","226.49","6","CC"
"2019-12-23","Us","B07PSGNTXX","3","1.17","260","0","0","CC"
"2019-12-23","Us","B07TSH3BXX","3","1.5","354","0","0","CC"
"2019-12-23","Us","B07TYV11XX","2","1.02","82","0","0","CC"
"2019-12-23","Us","B07Y4ZTBXX","0","0","986","0","0","CC"
"2019-12-23","Us","B01N4876XX","4","3.7","1777","0","0","DD"
"2019-12-23","Us","B07HNXPXXX","22","15.93","10301","86.38","2","DD"
"2019-12-23","Us","B07HNXVZXX","4","5.44","713","0","0","DD"
"2019-12-23","Us","B07MDYLMXX","5","5.09","2059","0","0","DD"
"2019-12-23","Us","B07PQ5XNXX","9","11.6","5242","0","0","DD"
"2019-12-23","Us","B07RYKZBXX","2","2.09","694","0","0","DD"
"2019-12-23","Us","B07S2QGSXX","15","13.49","2726","0","0","DD"
"2019-12-23","Us","B07QBPSQXX","43","22.240000000000002","11075","36.99","1","EE"
"2019-12-23","Us","B07QBPTNXX","20","12.649999999999999","10462","0","0","EE"
"2019-12-23","Us","B07QFR2XXX","5","2.62","1764","0","0","EE"
"2019-12-23","Us","B07QPR1PXX","32","21.39","12335","33.99","1","EE"
"2019-12-23","Us","B07QV4QTXX","1","0.7","430","0","0","EE"
"2019-12-23","Us","B07QV4S8XX","0","0","3979","0","0","EE"
"2019-12-23","Us","B07QY6R8XX","3","2.18","643","0","0","EE"
"2019-12-23","Us","B07R1HZVXX","4","2.16","2444","0","0","EE"
"2019-12-23","Us","B07R2KP9XX","1","0.72","955","0","0","EE"
"2019-12-23","Us","B07S4HN2XX","1","0.5","23","0","0","EE"
"2019-12-23","Us","B07TB311XX","1","1.04","431","0","0","EE"
"2019-12-24","Ca","B074M6KGXX","13","7.32","5262","0","0","AA"
"2019-12-24","Ca","B074M766XX","4","2.43","172","0","0","AA"
"2019-12-24","Ca","B06VTR57XX","11","15.93","723","0","0","DD"
"2019-12-24","Jp","B07X9LFKXX","2","0.4","1617","27.26","1","AA"
"2019-12-24","Jp","B07XCMZ1XX","9","1.47","1870","25.6","1","AA"
"2019-12-24","Jp","B07R7PRDXX","42","1.76","4209","0","0","BB"
"2019-12-24","Jp","B07R9XMRXX","10","0.37","1235","67.32","1","BB"
"2019-12-24","Jp","B07VNCB3XX","15","4.19","3852","47.54","2","CC"
"2019-12-24","Jp","B01M3V7XXX","1","0.05","30","0","0","DD"
"2019-12-24","Us","B07PPGQZXX","12","12.28","2842","0","0","AA"
"2019-12-24","Us","B07WJYSSXX","25","18.869999999999997","9028","0","0","AA"
"2019-12-24","Us","B06ZZRQKXX","10","7.01","7161","0","0","BB"
"2019-12-24","Us","B075M1F4XX","16","14.15","13519","0","0","BB"
"2019-12-24","Us","B07JXYLXXX","22","29.97","4324","159.98","2","BB"
"2019-12-24","Us","B07NRMHCXX","3","1.99","755","15.99","1","BB"
"2019-12-24","Us","B07NRMHVXX","6","3.42","5151","0","0","BB"
"2019-12-24","Us","B07Q2BHCXX","5","3.36","2625","0","0","BB"
"2019-12-24","Us","B077ZRP3XX","49","32.86","9423","119.57","3","CC"
"2019-12-24","Us","B078NVL7XX","26","14.63","6381","165.7","5","CC"
"2019-12-24","Us","B07DJ3WCXX","10","6.42","1815","43.99","1","CC"
"2019-12-24","Us","B07DJ429XX","1","0.28","76","0","0","CC"
"2019-12-24","Us","B07DJ4ZGXX","29","19.57","4609","70.28","2","CC"
"2019-12-24","Us","B07FNPP7XX","4","2.02","556","38.99","1","CC"
"2019-12-24","Us","B07KF8L7XX","57","33.69","19846","105.37","3","CC"
"2019-12-24","Us","B07PSGNTXX","2","1.01","124","33.14","1","CC"
"2019-12-24","Us","B07TSH3BXX","2","0.24","183","0","0","CC"
"2019-12-24","Us","B07TYV11XX","0","0","31","0","0","CC"
"2019-12-24","Us","B07Y4ZTBXX","0","0","724","0","0","CC"
"2019-12-24","Us","B01N4876XX","11","7.94","861","0","0","DD"
"2019-12-24","Us","B07HNXPXXX","16","11.38","7438","0","0","DD"
"2019-12-24","Us","B07HNXVZXX","10","15.22","2372","118.77","3","DD"
"2019-12-24","Us","B07MDYLMXX","12","11.88","2758","0","0","DD"
"2019-12-24","Us","B07PQ5XNXX","10","11.38","7270","0","0","DD"
"2019-12-24","Us","B07RYKZBXX","5","4.2","1050","54.99","1","DD"
"2019-12-24","Us","B07S2QGSXX","6","4.71","3418","0","0","DD"
"2019-12-24","Us","B07QBPSQXX","4","2.25","6060","35.99","1","EE"
"2019-12-24","Us","B07QBPTNXX","15","8.27","7351","0","0","EE"
"2019-12-24","Us","B07QFR2XXX","9","4.89","2107","23.99","1","EE"
"2019-12-24","Us","B07QPR1PXX","24","15.67","8544","67.98","2","EE"
"2019-12-24","Us","B07QV4QTXX","0","0","547","0","0","EE"
"2019-12-24","Us","B07QV4S8XX","1","0.75","2307","0","0","EE"
"2019-12-24","Us","B07QY6R8XX","2","1.42","926","0","0","EE"
"2019-12-24","Us","B07R1HZVXX","6","4.38","2981","0","0","EE"
"2019-12-24","Us","B07R2KP9XX","2","1.5","766","0","0","EE"
"2019-12-24","Us","B07S4HN2XX","0","0","20","0","0","EE"
"2019-12-24","Us","B07TB311XX","0","0","259","0","0","EE"
"2019-12-25","Ca","B074M6KGXX","32","21.12","6961","91.16","3","AA"
"2019-12-25","Ca","B074M766XX","8","4.5","518","0","0","AA"
"2019-12-25","Ca","B078NT86XX","3","1.4","1141","0","0","CC"
"2019-12-25","Ca","B06VTR57XX","22","25.29","1699","202.08","5","DD"
"2019-12-25","Jp","B07X9LFKXX","4","0.8","1082","0","0","AA"
"2019-12-25","Jp","B07XCMZ1XX","3","0.56","1196","0","0","AA"
"2019-12-25","Jp","B07R7PRDXX","33","1.41","3374","0","0","BB"
"2019-12-25","Jp","B07R9XMRXX","19","0.78","1632","0","0","BB"
"2019-12-25","Jp","B07VNCB3XX","18","4.22","5113","0","0","CC"
"2019-12-25","Us","B07PPGQZXX","10","11.09","4157","0","0","AA"
"2019-12-25","Us","B07WJYSSXX","26","18.759999999999998","7020","0","0","AA"
"2019-12-25","Us","B07JXYLXXX","20","29.21","3964","0","0","BB"
"2019-12-25","Us","B07NRMHCXX","3","2.11","900","0","0","BB"
"2019-12-25","Us","B07NRMHVXX","20","10.83","6852","13.18","2","BB"
"2019-12-25","Us","B07Q2BHCXX","3","1.83","3045","0","0","BB"
"2019-12-25","Us","B077ZRP3XX","59","37.739999999999995","11144","146.76000000000002","4","CC"
"2019-12-25","Us","B078NVL7XX","47","25.730000000000004","13474","176.55","5","CC"
"2019-12-25","Us","B07DJ3WCXX","13","6.91","2683","0","0","CC"
"2019-12-25","Us","B07DJ429XX","0","0","127","0","0","CC"
"2019-12-25","Us","B07DJ4ZGXX","47","29.98","5981","147.26","4","CC"
"2019-12-25","Us","B07FNPP7XX","11","4.65","2587","38.99","1","CC"
"2019-12-25","Us","B07KF8L7XX","85","48.37","25041","317.76","9","CC"
"2019-12-25","Us","B07PSGNTXX","5","1.75","499","0","0","CC"
"2019-12-25","Us","B07TSH3BXX","1","0.13","507","0","0","CC"
"2019-12-25","Us","B07TYV11XX","0","0","146","0","0","CC"
"2019-12-25","Us","B07Y4ZTBXX","2","0.65","846","0","0","CC"
"2019-12-25","Us","B01N4876XX","8","6.16","3796","0","0","DD"
"2019-12-25","Us","B07HNXPXXX","14","9.01","6748","0","0","DD"
"2019-12-25","Us","B07HNXVZXX","15","23.45","3680","39.59","1","DD"
"2019-12-25","Us","B07MDYLMXX","13","12.48","3159","0","0","DD"
"2019-12-25","Us","B07PQ5XNXX","8","6.65","1957","0","0","DD"
"2019-12-25","Us","B07RYKZBXX","5","4.52","1683","54.99","1","DD"
"2019-12-25","Us","B07S2QGSXX","9","7.5","5315","109.98","2","DD"
"2019-12-25","Us","B07QBPSQXX","44","23.53","8986","65.98","2","EE"
"2019-12-25","Us","B07QBPTNXX","23","14.05","12442","39.99","1","EE"
"2019-12-25","Us","B07QFR2XXX","18","9.89","4322","47.98","2","EE"
"2019-12-25","Us","B07QPR1PXX","28","16.830000000000002","15030","67.98","2","EE"
"2019-12-25","Us","B07QV4QTXX","2","1.49","568","0","0","EE"
"2019-12-25","Us","B07QV4S8XX","4","2.96","1980","0","0","EE"
"2019-12-25","Us","B07QY6R8XX","2","1.46","1418","0","0","EE"
"2019-12-25","Us","B07R1HZVXX","2","1.44","2310","0","0","EE"
"2019-12-25","Us","B07R2KP9XX","2","1.47","906","0","0","EE"
"2019-12-25","Us","B07S4HN2XX","0","0","16","0","0","EE"
"2019-12-25","Us","B07TB311XX","3","2.95","507","31.98","2","EE"
"2019-12-26","Ca","B074M6KGXX","33","25.16","6979","35.15","1","AA"
"2019-12-26","Ca","B074M766XX","12","6.38","786","35.15","1","AA"
"2019-12-26","Ca","B078NT86XX","14","6.21","6074","30.57","1","CC"
"2019-12-26","Ca","B06VTR57XX","10","7.89","1133","42.03","1","DD"
"2019-12-26","Jp","B07X9LFKXX","16","3.76","2253","0","0","AA"
"2019-12-26","Jp","B07XCMZ1XX","12","3.14","2258","52.76","2","AA"
"2019-12-26","Jp","B07R7PRDXX","19","0.78","3827","0","0","BB"
"2019-12-26","Jp","B07R9XMRXX","20","0.81","2363","0","0","BB"
"2019-12-26","Jp","B07VNCB3XX","15","4.49","9881","0","0","CC"
"2019-12-26","Us","B07PPGQZXX","11","12.56","2565","0","0","AA"
"2019-12-26","Us","B07WJYSSXX","27","20.299999999999997","4679","54.99","1","AA"
"2019-12-26","Us","B07JXYLXXX","25","28.57","4252","0","0","BB"
"2019-12-26","Us","B07NRMHCXX","4","2.23","1393","8.99","1","BB"
"2019-12-26","Us","B07NRMHVXX","11","6.52","6022","6.59","1","BB"
"2019-12-26","Us","B07Q2BHCXX","5","2.74","3749","8.99","1","BB"
"2019-12-26","Us","B077ZRP3XX","40","26.82","9026","72.78","2","CC"
"2019-12-26","Us","B078NVL7XX","33","21.43","8525","66.28","2","CC"
"2019-12-26","Us","B07DJ3WCXX","12","7","1006","0","0","CC"
"2019-12-26","Us","B07DJ429XX","2","0.89","306","0","0","CC"
"2019-12-26","Us","B07DJ4ZGXX","38","24.84","4572","149.16","4","CC"
"2019-12-26","Us","B07FNPP7XX","14","9.7","2435","0","0","CC"
"2019-12-26","Us","B07KF8L7XX","87","47.8","29598","209.49","6","CC"
"2019-12-26","Us","B07PSGNTXX","7","3.44","759","0","0","CC"
"2019-12-26","Us","B07TSH3BXX","2","1.15","812","0","0","CC"
"2019-12-26","Us","B07TYV11XX","1","0.43","210","0","0","CC"
"2019-12-26","Us","B07Y4ZTBXX","1","0.4","782","0","0","CC"
"2019-12-26","Us","B01N4876XX","5","3.39","633","0","0","DD"
"2019-12-26","Us","B07HNXPXXX","17","9.59","10831","0","0","DD"
"2019-12-26","Us","B07HNXVZXX","4","6.6","975","0","0","DD"
"2019-12-26","Us","B07MDYLMXX","14","13.6","1256","0","0","DD"
"2019-12-26","Us","B07PQ5XNXX","9","10.780000000000001","1893","159.98","2","DD"
"2019-12-26","Us","B07RYKZBXX","10","8.5","1447","0","0","DD"
"2019-12-26","Us","B07S2QGSXX","13","9.83","4694","48.99","1","DD"
"2019-12-26","Us","B07QBPSQXX","42","23.07","7436","125.96","4","EE"
"2019-12-26","Us","B07QBPTNXX","19","11.700000000000001","8061","29.99","1","EE"
"2019-12-26","Us","B07QFR2XXX","13","6.78","3402","0","0","EE"
"2019-12-26","Us","B07QPR1PXX","30","17.650000000000002","17862","33.99","1","EE"
"2019-12-26","Us","B07QV4QTXX","0","0","531","0","0","EE"
"2019-12-26","Us","B07QV4S8XX","3","2.21","2928","0","0","EE"
"2019-12-26","Us","B07QY6R8XX","3","1.87","1574","0","0","EE"
"2019-12-26","Us","B07R1HZVXX","4","2.76","5265","8.99","1","EE"
"2019-12-26","Us","B07R2KP9XX","4","2.84","1311","0","0","EE"
"2019-12-26","Us","B07S4HN2XX","0","0","37","0","0","EE"
"2019-12-26","Us","B07TB311XX","5","4.79","911","0","0","EE"
"2019-12-27","Ca","B074M6KGXX","34","21.46","7110","0","0","AA"
"2019-12-27","Ca","B074M766XX","5","3.4","411","0","0","AA"
"2019-12-27","Ca","B078NT86XX","11","4.74","4171","30.57","1","CC"
"2019-12-27","Ca","B06VTR57XX","12","4.52","1568","42.03","1","DD"
"2019-12-27","Jp","B07X9LFKXX","6","1.77","809","0","0","AA"
"2019-12-27","Jp","B07XCMZ1XX","10","2.6999999999999997","1262","76.65","3","AA"
"2019-12-27","Jp","B07R7PRDXX","25","1","3855","0","0","BB"
"2019-12-27","Jp","B07R9XMRXX","32","1.32","2088","0","0","BB"
"2019-12-27","Jp","B07VNCB3XX","16","4.12","6237","23.72","1","CC"
"2019-12-27","Us","B07PPGQZXX","10","11.62","4860","0","0","AA"
"2019-12-27","Us","B07WJYSSXX","27","19.450000000000003","5794","0","0","AA"
"2019-12-27","Us","B07JXYLXXX","29","27.5","5687","0","0","BB"
"2019-12-27","Us","B07NRMHCXX","5","3.29","1465","0","0","BB"
"2019-12-27","Us","B07NRMHVXX","15","8.34","5349","6.59","1","BB"
"2019-12-27","Us","B07Q2BHCXX","1","0.62","3589","0","0","BB"
"2019-12-27","Us","B077ZRP3XX","39","25.43","5457","100.43","3","CC"
"2019-12-27","Us","B078NVL7XX","41","22.96","8085","67.21000000000001","2","CC"
"2019-12-27","Us","B07DJ3WCXX","13","5.8999999999999995","2852","0","0","CC"
"2019-12-27","Us","B07DJ429XX","4","2.29","243","33.57","1","CC"
"2019-12-27","Us","B07DJ4ZGXX","45","27.290000000000003","3404","33.92","1","CC"
"2019-12-27","Us","B07FNPP7XX","5","3.06","1814","38.99","1","CC"
"2019-12-27","Us","B07KF8L7XX","80","45.769999999999996","25250","73.18","2","CC"
"2019-12-27","Us","B07PSGNTXX","4","0.92","320","112.97","3","CC"
"2019-12-27","Us","B07TSH3BXX","0","0","533","0","0","CC"
"2019-12-27","Us","B07TYV11XX","2","0.94","99","42.29","1","CC"
"2019-12-27","Us","B07Y4ZTBXX","2","1.22","546","0","0","CC"
"2019-12-27","Us","B01N4876XX","4","2.88","364","0","0","DD"
"2019-12-27","Us","B07HNXPXXX","15","8.66","8454","0","0","DD"
"2019-12-27","Us","B07HNXVZXX","4","5.66","820","0","0","DD"
"2019-12-27","Us","B07MDYLMXX","9","9.65","1578","0","0","DD"
"2019-12-27","Us","B07PQ5XNXX","8","10.94","3667","0","0","DD"
"2019-12-27","Us","B07RYKZBXX","4","2.51","1150","0","0","DD"
"2019-12-27","Us","B07S2QGSXX","8","8.33","4013","0","0","DD"
"2019-12-27","Us","B07QBPSQXX","33","18.37","9839","167.95","5","EE"
"2019-12-27","Us","B07QBPTNXX","14","8.42","7398","0","0","EE"
"2019-12-27","Us","B07QFR2XXX","11","4.7","3255","23.99","1","EE"
"2019-12-27","Us","B07QLPG8XX","2","0.93","1161","0","0","EE"
"2019-12-27","Us","B07QPR1PXX","36","22.09","13577","141.96","4","EE"
"2019-12-27","Us","B07QV4QTXX","1","0.67","508","0","0","EE"
"2019-12-27","Us","B07QV4S8XX","3","2.24","2593","0","0","EE"
"2019-12-27","Us","B07QY6R8XX","1","0.75","1080","0","0","EE"
"2019-12-27","Us","B07R1HZVXX","3","2.19","6700","8.99","1","EE"
"2019-12-27","Us","B07R2KP9XX","5","3.57","1675","8.99","1","EE"
"2019-12-27","Us","B07S4HN2XX","0","0","43","0","0","EE"
"2019-12-27","Us","B07TB311XX","6","5.55","312","15.99","1","EE"
"2019-12-28","Ca","B074M6KGXX","31","21.47","7855","30.57","1","AA"
"2019-12-28","Ca","B074M766XX","7","4.87","629","0","0","AA"
"2019-12-28","Ca","B078NT86XX","20","8.76","4029","30.57","1","CC"
"2019-12-28","Ca","B06VTR57XX","11","4.28","1207","42.03","1","DD"
"2019-12-28","Jp","B07X9LFKXX","5","0.81","672","0","0","AA"
"2019-12-28","Jp","B07XCMZ1XX","14","3.63","1942","25.55","1","AA"
"2019-12-28","Jp","B07R7PRDXX","16","0.68","3443","0","0","BB"
"2019-12-28","Jp","B07R9XMRXX","31","1.19","2193","0","0","BB"
"2019-12-28","Jp","B07VNCB3XX","16","4.18","14883","44.29","2","CC"
"2019-12-28","Us","B07PPGQZXX","11","11.33","4730","0","0","AA"
"2019-12-28","Us","B07WJYSSXX","29","18.71","7028","54.99","1","AA"
"2019-12-28","Us","B07JXYLXXX","29","30.28","5159","239.97","3","BB"
"2019-12-28","Us","B07NRMHCXX","5","3.17","1521","0","0","BB"
"2019-12-28","Us","B07NRMHVXX","8","4.23","5165","0","0","BB"
"2019-12-28","Us","B07Q2BHCXX","1","0.69","4425","0","0","BB"
"2019-12-28","Us","B077ZRP3XX","101","63.88000000000001","14400","320.66999999999996","9","CC"
"2019-12-28","Us","B078NVL7XX","33","19.2","5162","70.91","2","CC"
"2019-12-28","Us","B07DJ3WCXX","10","7.68","1339","116.55000000000001","3","CC"
"2019-12-28","Us","B07DJ429XX","0","0","121","0","0","CC"
"2019-12-28","Us","B07DJ4ZGXX","33","20.05","4119","68.11","2","CC"
"2019-12-28","Us","B07FNPP7XX","8","6.13","1500","77.98","2","CC"
"2019-12-28","Us","B07KF8L7XX","84","46.279999999999994","26576","147.84","4","CC"
"2019-12-28","Us","B07PSGNTXX","2","0.92","274","0","0","CC"
"2019-12-28","Us","B07TSH3BXX","1","0.43","299","0","0","CC"
"2019-12-28","Us","B07TYV11XX","0","0","59","0","0","CC"
"2019-12-28","Us","B07Y4ZTBXX","2","1.32","264","0","0","CC"
"2019-12-28","Us","B01N4876XX","5","3.73","379","0","0","DD"
"2019-12-28","Us","B07HNXPXXX","16","9.01","10444","0","0","DD"
"2019-12-28","Us","B07HNXVZXX","4","7.21","1256","0","0","DD"
"2019-12-28","Us","B07MDYLMXX","22","20.46","3119","146.97","3","DD"
"2019-12-28","Us","B07PQ5XNXX","8","11.04","6951","0","0","DD"
"2019-12-28","Us","B07RYKZBXX","14","12.13","3401","54.99","1","DD"
"2019-12-28","Us","B07S2QGSXX","0","0","92","0","0","DD"
"2019-12-28","Us","B07QBPSQXX","33","17.77","7386","125.96","4","EE"
"2019-12-28","Us","B07QBPTNXX","16","10.780000000000001","7263","69.98","2","EE"
"2019-12-28","Us","B07QFR2XXX","6","3.3200000000000003","3169","0","0","EE"
"2019-12-28","Us","B07QLPG8XX","8","5.109999999999999","3602","47.99","1","EE"
"2019-12-28","Us","B07QPR1PXX","27","18.13","12424","67.98","2","EE"
"2019-12-28","Us","B07QV4QTXX","0","0","266","0","0","EE"
"2019-12-28","Us","B07QV4S8XX","5","3.6","1903","8.99","1","EE"
"2019-12-28","Us","B07QY6R8XX","0","0","798","0","0","EE"
"2019-12-28","Us","B07R1HZVXX","6","4.18","3336","8.99","1","EE"
"2019-12-28","Us","B07R2KP9XX","2","1.45","794","0","0","EE"
"2019-12-28","Us","B07S4HN2XX","0","0","43","0","0","EE"
"2019-12-28","Us","B07TB311XX","4","3.81","637","0","0","EE"
"2019-12-29","Ca","B074M6KGXX","26","17.22","8689","30.6","1","AA"
"2019-12-29","Ca","B074M766XX","2","1.29","275","0","0","AA"
"2019-12-29","Ca","B078NT86XX","10","4.34","2416","0","0","CC"
"2019-12-29","Ca","B06VTR57XX","0","0","1087","0","0","DD"
"2019-12-29","Jp","B07X9LFKXX","3","0.77","617","0","0","AA"
"2019-12-29","Jp","B07XCMZ1XX","13","3.54","1360","25.64","1","AA"
"2019-12-29","Jp","B07R7PRDXX","23","1","4413","0","0","BB"
"2019-12-29","Jp","B07R9XMRXX","29","1.24","2041","0","0","BB"
"2019-12-29","Jp","B07VNCB3XX","13","3.79","5165","0","0","CC"
"2019-12-29","Us","B07PPGQZXX","11","12.33","2653","0","0","AA"
"2019-12-29","Us","B07WJYSSXX","19","14.1","6051","0","0","AA"
"2019-12-29","Us","B07JXYLXXX","26","27.04","4542","79.99","1","BB"
"2019-12-29","Us","B07NRMHCXX","5","3.03","1182","0","0","BB"
"2019-12-29","Us","B07NRMHVXX","18","9.68","4513","0","0","BB"
"2019-12-29","Us","B07Q2BHCXX","6","4.14","3633","8.99","1","BB"
"2019-12-29","Us","B077ZRP3XX","100","67.39999999999999","14926","336.18999999999994","10","CC"
"2019-12-29","Us","B078NVL7XX","35","21.049999999999997","5467","36.99","1","CC"
"2019-12-29","Us","B07DJ3WCXX","10","6.029999999999999","2325","0","0","CC"
"2019-12-29","Us","B07DJ429XX","0","0","84","0","0","CC"
"2019-12-29","Us","B07DJ4ZGXX","41","25.68","3519","33.92","1","CC"
"2019-12-29","Us","B07FNPP7XX","11","7.56","1799","0","0","CC"
"2019-12-29","Us","B07KF8L7XX","89","48.35","27086","102.3","3","CC"
"2019-12-29","Us","B07PSGNTXX","3","1.02","188","0","0","CC"
"2019-12-29","Us","B07TSH3BXX","1","0.6","265","0","0","CC"
"2019-12-29","Us","B07TYV11XX","0","0","76","0","0","CC"
"2019-12-29","Us","B07Y4ZTBXX","1","0.51","250","43.99","1","CC"
"2019-12-29","Us","B01N4876XX","5","3.25","285","0","0","DD"
"2019-12-29","Us","B07HNXPXXX","17","9.15","7134","43.19","1","DD"
"2019-12-29","Us","B07HNXVZXX","11","12.9","2911","39.59","1","DD"
"2019-12-29","Us","B07MDYLMXX","22","17.99","3701","0","0","DD"
"2019-12-29","Us","B07PQ5XNXX","8","10.32","1092","0","0","DD"
"2019-12-29","Us","B07RYKZBXX","16","12.33","3958","0","0","DD"
"2019-12-29","Us","B07S2QGSXX","16","11.4","2180","48.99","1","DD"
"2019-12-29","Us","B07QBPSQXX","32","17.48","7789","89.97","3","EE"
"2019-12-29","Us","B07QBPTNXX","17","10.870000000000001","7318","63.98","2","EE"
